ID_Cliente,ID_FACTURA
0,18091
0,3220
0,3569
0,8972
0,23119
0,8275
0,24321
0,362
0,9131
0,19769
0,23152
0,22837
0,10590
0,825
0,6717
0,17845
0,9544
0,12427
0,11302
0,18337
0,2102
0,13545
0,17797
0,6097
0,18509
0,11044
0,14359
0,14754
0,5290
0,16194
0,18528
0,15339
0,7701
0,1399
0,23336
0,6777
0,23646
0,9095
0,13914
0,12564
0,19440
0,17034
0,17780
0,19294
0,19758
0,4974
0,6067
0,4786
0,839
0,19226
0,24051
0,1595
0,21431
0,10013
0,24059
0,5731
0,9614
0,5956
0,5164
0,6975
0,9560
0,23088
0,6790
0,17524
0,12916
0,5422
0,23629
0,3773
0,15578
0,13199
0,13593
0,7895
0,18234
0,23364
0,16981
0,13238
0,23380
0,21548
0,9290
0,21222
0,14728
0,17905
0,16518
0,21308
0,15286
0,15346
0,19795
0,350
0,12677
0,18533
0,12268
0,21485
0,11397
0,14750
0,20955
0,13971
0,23500
0,10482
0,22390
0,22144
0,6806
0,15849
0,2730
0,21710
0,18305
0,14591
0,8472
0,12800
0,20680
0,19489
0,11208
0,14765
0,17251
0,9877
0,7788
0,23171
0,18485
0,7292
0,3941
0,13968
0,3636
0,24850
0,10530
0,22377
0,6230
0,11137
0,11309
0,18728
0,17094
0,15329
0,13370
0,17923
0,8437
0,4193
0,4671
0,5875
0,17520
0,12956
0,24357
0,16150
0,9897
0,14939
0,14080
0,17981
0,1669
0,550
0,2838
0,17006
0,1354
0,19951
0,6569
0,5058
0,3822
0,17945
0,1620
0,14538
0,24386
0,1066
0,22506
0,10493
0,21451
0,14281
0,20671
0,8767
0,23114
0,16857
0,10586
0,23933
0,22623
0,4475
0,15453
0,15164
0,7431
0,20079
0,5926
0,21182
0,18491
0,840
0,10931
0,23752
0,21933
0,9638
0,16035
0,9783
0,15998
0,15654
0,1167
0,12459
0,10840
0,19125
0,16568
0,9993
0,24066
0,15320
0,4790
0,22579
0,2551
0,10717
0,24490
0,22161
0,18011
0,22106
0,4086
0,17321
0,6147
0,18583
0,20166
0,24640
0,1108
0,13467
0,17208
0,7521
0,21473
0,4904
0,8319
0,24567
0,20177
0,20842
0,16718
0,7811
0,2314
0,18081
0,15107
0,2214
0,1590
0,7516
0,19194
0,8142
0,22223
0,9801
0,802
0,1340
0,14479
0,10478
0,13733
0,17040
0,14214
0,11031
0,19490
0,4225
0,5812
0,7979
0,16103
0,24662
0,23193
0,4861
0,2322
0,15765
0,12444
0,16107
0,13408
0,14082
1,8991
1,10755
1,14527
1,24436
1,12338
1,3891
1,18300
1,7632
1,11413
1,16041
1,4516
1,12783
1,2660
1,12726
1,13412
1,5630
1,9684
1,7872
1,15342
1,19732
1,22727
1,23110
1,18832
1,5682
1,10031
1,14408
1,8867
1,3402
1,22276
1,8405
1,19681
1,19868
1,7562
1,9841
1,8536
1,20764
1,13888
1,7826
1,23593
1,11727
1,4002
1,22824
1,2932
1,14910
1,15929
1,11552
1,13858
1,13798
1,8948
1,19309
1,6199
1,1592
1,17151
1,5192
1,15444
1,24504
1,4688
1,12150
1,15409
1,18398
1,15680
1,3969
1,18584
1,9523
1,872
1,1885
1,17190
1,17236
1,9237
1,2787
1,11222
1,9758
1,920
1,19287
1,17613
1,19239
1,9784
1,10290
1,24835
1,5515
1,574
1,3966
1,8746
1,9361
1,6401
1,9090
1,17825
1,4696
1,17886
1,5608
1,9767
1,4631
1,332
1,17088
1,1391
1,23105
1,5761
1,2341
1,19674
1,16356
1,12311
1,23717
1,3732
1,19191
1,209
1,9379
1,10908
1,22705
1,5342
1,22314
1,2164
1,20382
1,24222
1,439
1,19318
1,3731
1,17525
1,7820
1,686
1,16489
1,15576
1,1854
1,7475
1,12288
1,10692
1,24107
1,6591
1,19611
1,22710
1,15766
1,22352
1,24884
1,17437
1,22207
1,2465
1,2620
1,20591
1,24764
1,10485
1,20461
1,21086
1,23438
1,12612
1,2459
1,3336
1,625
1,8629
1,20912
1,23737
1,640
1,12202
1,9962
1,3659
1,5888
1,14135
1,15721
1,7720
1,22270
1,7265
1,14253
1,15432
1,5093
1,7712
1,21002
1,18861
1,13709
1,20937
1,10114
1,19619
1,12570
1,11631
1,14105
1,796
1,8002
1,2918
1,8551
1,13482
1,6473
1,10431
1,8149
1,3986
1,9374
1,3425
1,6418
1,101
1,15077
1,219
1,12566
1,14396
1,12676
1,3300
1,24784
1,11835
1,11462
1,9563
1,21775
1,11377
1,22003
1,7927
1,23940
1,16769
1,15031
1,6593
1,23402
1,10255
1,21572
1,19100
1,15048
1,14627
1,6007
1,14050
1,6785
1,8803
1,12782
1,1363
1,67
1,15924
1,16395
1,21689
1,24984
1,12367
1,844
1,19858
1,13972
1,16739
1,16524
1,16704
1,6678
1,10932
1,13019
1,5456
1,10837
1,18547
1,271
1,14941
1,17544
1,19999
1,15318
1,2805
1,17041
1,18388
1,10904
1,5746
1,17440
1,16095
1,8508
1,585
1,3923
1,3625
1,3521
1,9421
1,7462
1,1905
1,16066
1,20386
1,3907
1,5544
1,5157
1,7931
1,249
1,7406
1,5990
1,24094
1,8832
1,11212
1,20722
1,22568
1,2499
1,537
1,13771
1,19683
1,23448
1,3190
1,19863
1,7508
1,7684
1,24643
1,11624
1,8921
1,19616
1,6837
1,4361
1,15434
1,17038
1,1938
1,21995
1,17150
1,14901
1,15105
1,20309
1,20718
1,6276
1,11135
1,13769
1,4013
1,2492
1,3742
1,5475
1,5261
1,17402
1,8769
1,12679
1,7624
1,23188
1,18755
1,19706
1,6122
1,20000
1,18487
1,11138
1,14864
1,12232
1,3110
1,1911
1,8314
1,12298
1,23604
1,23258
1,24122
1,9629
1,1175
1,20848
1,24474
1,7726
1,7407
1,12661
1,5871
1,4451
1,14916
1,23721
1,8109
1,10894
1,19215
1,416
1,364
1,6132
1,16802
1,9155
1,956
1,15979
1,23320
1,24617
1,1638
1,23189
1,5402
1,19162
1,23651
1,3777
1,5421
1,10505
1,16438
1,21098
1,21854
1,17110
1,5326
1,2011
1,19459
1,20283
1,24791
1,24743
1,24839
1,12703
1,18531
1,4395
1,20909
1,3575
1,4973
1,446
1,9761
1,21894
1,24994
1,3858
1,6100
1,20575
1,24109
1,18508
1,520
1,13571
1,17768
1,16225
1,1274
1,6580
1,16611
1,21170
1,7433
1,24225
1,15415
1,21246
1,1635
1,9667
1,4923
1,18013
1,4304
1,18773
1,5254
1,7022
1,19889
1,22368
1,23048
1,24019
1,5751
1,334
1,23250
1,23106
1,22005
1,9491
1,10913
1,886
1,8897
1,19855
1,13262
1,13782
1,5941
1,16331
1,7048
1,5229
1,4876
1,13152
1,23976
1,8512
1,20715
1,22647
1,17926
1,438
1,14368
1,5191
1,18410
1,9983
1,7752
1,8909
1,6507
1,8364
1,7342
1,24055
1,12591
1,9601
1,18293
1,23243
1,19245
1,10623
1,23724
1,2134
1,16885
1,4829
1,4792
1,24527
1,12893
1,20492
1,8442
1,4267
1,17876
1,2724
1,9215
1,18907
1,2227
1,22921
1,12328
1,4263
1,19487
1,11636
1,4257
1,20262
1,9543
1,18566
1,4548
1,20337
1,20739
1,5194
1,14969
1,990
1,11423
1,2263
1,23084
1,24280
1,5458
1,4186
1,635
1,6708
1,13835
1,13879
1,18723
1,21903
1,7898
1,22191
1,428
1,19064
1,11967
1,3844
1,6889
1,24460
1,12419
1,2985
1,21861
1,23851
1,5738
1,22772
1,9692
1,23908
1,9822
1,16282
1,16417
1,9778
1,5056
1,13051
1,11486
1,1629
1,5240
1,22406
1,5378
1,21863
1,3586
1,8400
1,2738
1,10873
1,3468
1,13613
1,9394
1,18372
1,23223
1,7529
1,19687
1,14453
1,14092
1,16061
1,1980
1,18338
1,13269
1,18598
1,8938
1,23269
1,818
1,23213
1,894
1,10954
1,13184
2,7418
2,6000
2,24193
2,120
2,16822
2,15488
2,2728
2,993
2,14706
2,18247
2,16432
2,19717
2,3099
2,2221
2,3113
2,7254
2,5679
2,9253
2,11745
2,11188
2,16546
2,15451
2,14741
2,14609
2,2511
2,7956
2,18833
2,17001
2,495
2,19542
2,16561
2,18349
2,16264
2,12387
2,6282
2,20784
2,8756
2,23073
2,3053
2,8579
2,20173
2,8902
2,793
2,6681
2,17522
2,16136
2,13525
2,6188
2,19350
2,4173
2,7970
2,19701
2,5166
2,15690
2,13603
2,21239
2,471
2,14336
2,2046
2,3054
2,21153
2,16072
2,24351
2,21047
2,23715
2,3165
2,10234
2,21608
2,19001
2,7870
2,19517
2,4426
2,19726
2,24906
2,18070
2,13847
2,15459
2,16434
2,4324
2,18221
2,24065
2,7527
2,16181
2,15545
2,5015
2,3101
2,5560
2,14566
2,4669
2,6191
2,20150
2,18215
2,18235
2,17432
2,6894
2,835
2,14847
2,7030
2,14848
2,1282
2,22054
2,8589
2,3096
2,4836
2,8993
2,23913
2,24830
2,2104
2,2977
2,9854
2,4207
2,8785
2,14312
2,16556
2,14639
2,18602
2,12019
2,13665
2,353
2,12182
2,7201
2,14963
2,2497
2,18688
2,4662
2,1406
2,12669
2,589
2,22475
2,18844
2,4317
2,12154
2,24678
2,24827
2,17773
2,506
2,9949
2,8660
2,23638
2,17789
2,11002
2,1782
2,21231
2,7054
2,2867
2,17180
2,10470
2,11682
2,16445
2,2259
2,2344
2,1165
2,16167
2,2679
2,18026
2,12773
2,7531
2,22168
2,22785
2,262
2,1316
2,12688
2,2407
2,865
2,15189
2,22915
2,1177
2,12835
2,4721
2,5133
2,24129
2,5508
2,85
2,18268
2,8973
2,15879
2,16679
2,6748
2,16667
2,9009
2,13788
2,18142
2,19206
2,653
2,21395
2,13296
2,21731
2,8255
2,13118
2,24442
2,12650
2,3121
2,963
2,18329
2,20529
2,22226
2,415
2,24536
2,12210
2,1711
2,13813
2,477
2,24453
2,6614
2,1707
2,16874
2,12942
2,1603
2,4016
2,12863
2,20153
2,9528
2,4450
2,18569
2,5310
2,20312
2,13766
2,8535
2,7591
2,24779
2,13161
2,6184
2,21142
2,24345
2,9852
2,6901
2,20419
2,3409
2,1260
2,17657
2,22051
2,23375
2,8824
2,24017
2,11403
2,12683
2,3314
2,16140
2,12686
2,13310
2,8162
2,17078
2,3543
2,24343
2,8985
2,10362
2,12824
2,6755
2,9798
2,6761
2,16145
2,20143
2,22265
2,12405
2,12929
2,21058
2,20302
2,18889
2,2478
2,813
2,4366
2,5951
2,9433
2,17327
2,21426
2,19333
2,19774
2,23353
2,15009
2,4609
2,17067
2,16344
2,17207
2,6079
2,1967
2,2603
2,20610
2,14714
2,3716
2,19587
2,14762
2,23054
2,23847
2,2269
2,22611
2,10023
2,20315
2,7559
2,24611
2,7880
2,7929
2,8484
2,4253
2,3825
2,16300
2,447
2,24898
2,15582
2,2650
2,20904
2,3851
2,11819
2,1655
2,4008
2,2458
2,10439
2,15443
2,15091
2,9586
2,11474
2,19742
2,21990
2,23633
2,4805
2,9626
2,4926
2,21129
2,24164
2,4
2,19759
2,20243
2,3340
2,24484
2,4348
2,19130
2,19894
2,10596
2,16945
2,4526
2,10315
2,2684
2,6722
2,18085
2,24918
2,2100
2,22792
2,13328
2,23991
2,24
2,1924
2,16122
2,10890
2,3489
2,17199
2,22807
2,22290
2,5674
2,3542
2,17423
2,4874
2,10403
2,11506
2,23462
2,17391
2,12747
2,5775
2,22634
2,17316
2,22139
2,10756
2,15142
2,21242
2,18472
2,11698
2,21665
2,24805
2,23089
2,9479
2,9369
2,14796
2,10779
2,11678
2,8780
2,2302
2,16657
2,24887
2,20817
2,12808
2,24915
2,19457
2,19818
2,21677
2,9832
2,7906
2,22380
2,15414
2,18275
2,21723
2,19547
2,12804
2,11165
2,14643
2,2991
2,7745
2,12730
2,21040
2,22686
2,17095
2,17853
2,14979
2,10463
2,14011
2,1107
2,17744
2,16099
2,6605
2,23819
2,15618
2,16881
2,92
2,15552
2,5755
2,16918
2,14689
2,2753
2,4502
2,8110
2,7359
2,12755
2,3711
2,21999
2,20858
2,15843
2,8273
2,2815
2,22427
2,17113
2,1759
2,18822
2,19377
2,8839
2,23754
2,10867
2,21105
2,6899
2,8318
2,14937
2,22905
2,18884
2,6844
2,10745
2,8152
2,3706
2,979
2,782
2,317
2,2437
2,14417
2,8055
2,12103
2,6489
2,2427
2,17071
2,13204
2,22334
2,15297
2,10677
2,20549
2,342
2,4043
2,30
2,7089
2,9043
2,13862
2,15356
2,17754
2,10823
2,20885
2,4828
2,14978
2,21295
2,23587
2,18676
2,28
2,3747
2,18819
2,5393
2,5491
2,6415
2,5403
2,6211
2,1016
2,10665
2,268
2,11050
2,12963
2,3301
2,16818
2,23523
2,21634
2,3123
2,12671
2,17565
2,8446
2,3124
2,9881
2,13497
2,7243
2,6575
2,9559
2,4107
2,5008
2,6490
2,1527
2,11848
2,21238
2,24406
2,4301
2,6744
2,20520
2,3376
2,11200
2,18658
2,1322
2,9851
2,19314
2,9512
2,24234
2,24710
2,22101
2,10366
2,4340
2,1227
2,6205
2,2424
2,6275
2,15842
2,13517
2,828
2,20036
2,1221
2,17612
2,3211
2,2210
2,14240
2,18494
3,11518
3,4242
3,19595
3,23932
3,455
3,13896
3,17933
3,4903
3,8214
3,18433
3,14849
3,18648
3,18990
3,3681
3,14558
3,3068
3,17618
3,13964
3,11500
3,7424
3,24936
3,19789
3,23681
3,3023
3,6325
3,4785
3,19408
3,6941
3,5248
3,13225
3,9308
3,15234
3,10511
3,9613
3,20347
3,1023
3,7519
3,12700
3,22694
3,12145
3,7605
3,1031
3,3550
3,4040
3,9233
3,4483
3,23338
3,10582
3,4237
3,8597
3,18594
3,14759
3,7626
3,20393
3,6749
3,8014
3,23476
3,19604
3,7214
3,2128
3,157
3,5890
3,2026
3,23297
3,22162
3,1234
3,9395
3,18860
3,9481
3,23294
3,11928
3,17435
3,1115
3,6853
3,1600
3,2745
3,8988
3,24816
3,15823
3,21036
3,20149
3,17254
3,11644
3,13851
3,6437
3,3687
3,10236
3,19352
3,13265
3,9327
3,17734
3,23268
3,21027
3,8631
3,23222
3,21552
3,9293
3,12291
3,7393
3,12080
3,7913
3,7301
3,16992
3,10413
3,7419
3,4052
3,20092
3,10853
3,2183
3,14809
3,24919
3,2264
3,6220
3,1618
3,9240
3,3602
3,10814
3,9865
3,22297
3,15316
3,21614
3,2614
3,18448
3,2219
3,19071
3,15312
3,23822
3,12278
3,4839
3,3515
3,9118
3,7348
3,12949
3,11561
3,17136
3,7574
3,16788
3,23556
3,18260
3,13990
3,4525
3,23004
3,21580
3,24746
3,21955
3,1052
3,11221
3,8880
3,8606
3,10858
3,7777
3,21774
3,15246
3,373
3,23581
3,11923
3,19107
3,22871
3,14633
3,3508
3,19895
3,19197
3,21543
3,6824
3,8227
3,9530
3,13952
3,13266
3,13866
3,12992
3,15573
3,13781
3,5554
3,10985
3,5252
3,3111
3,18655
3,16683
3,13892
3,14108
3,11625
3,19924
3,15793
3,6101
3,4097
3,22233
3,20710
3,7812
3,12321
3,23857
3,16785
3,17891
3,22810
3,24043
3,9144
3,5638
3,15642
3,11026
3,14745
3,21004
3,1813
3,15127
3,18009
3,5332
3,15010
3,22249
3,12793
3,21196
3,16008
3,6023
3,2152
3,7104
3,5958
3,6468
3,13612
3,6028
3,8353
3,2340
3,2710
3,19327
3,8899
3,15387
3,14385
3,24525
3,22317
3,12022
3,7452
3,6015
3,4822
3,13792
3,22363
3,12892
3,296
3,15975
3,13533
3,22318
3,14743
3,5986
3,17185
3,10805
3,13921
3,19343
3,2395
3,9175
3,1064
3,21688
3,21606
3,2432
3,9385
3,18851
3,8490
3,17200
3,21714
3,14223
3,18974
3,3069
3,21194
3,23167
3,19488
3,9045
3,5916
3,10461
3,17195
3,9991
3,8367
3,18904
3,15080
3,667
3,4286
3,7061
3,23567
3,146
3,2294
3,23127
3,2691
3,10299
3,11217
3,14196
3,16752
3,20943
3,2207
3,22728
3,17957
3,5780
3,1720
3,6225
3,12432
3,20396
3,11760
3,18937
3,4720
3,11253
3,12360
3,24545
3,3089
3,9141
3,2394
3,16547
3,3042
3,8025
3,12553
3,15509
3,11022
3,7479
3,11363
3,20434
3,13254
3,23399
3,2781
3,23877
3,6300
3,14089
3,14202
3,19567
3,5029
3,14549
3,14789
3,16961
3,5587
3,24766
3,20480
3,4757
3,2138
3,21237
3,10329
3,8555
3,19808
3,12608
3,17799
3,18172
3,19657
3,11909
3,3913
3,19405
3,2502
3,6945
3,13551
3,24795
3,23464
3,13114
3,20009
3,1925
3,8791
3,3115
3,15758
3,15980
3,12857
3,22703
3,24306
3,20045
3,12917
3,8240
3,24672
3,17400
3,6224
3,2859
3,22327
3,19716
3,6531
3,6043
3,22638
3,1328
3,13283
3,24330
3,13027
3,20521
3,12884
3,23030
3,16144
3,18592
3,15834
3,5710
3,12060
3,8160
3,98
3,4656
3,3886
3,1269
3,24910
3,3440
3,8592
3,15307
3,9354
3,10447
3,18500
3,6306
3,20363
3,270
3,22328
3,19465
3,17123
3,1710
3,18281
3,8473
3,19856
3,11248
3,12829
3,6747
3,18455
3,12698
3,20959
3,13884
3,10557
3,7887
3,11655
3,14923
3,22516
3,13446
3,23930
3,17692
3,384
3,18935
3,6064
3,15921
3,8497
3,1323
3,23200
3,17925
3,18097
3,19296
3,2251
3,18061
3,8466
3,15778
3,14526
3,14655
3,1019
3,20853
3,272
3,5527
3,22356
3,23426
3,15268
3,9489
3,14422
3,3288
3,13518
3,6523
3,977
3,11310
3,8406
3,1366
3,5987
3,21219
3,23237
3,17443
3,6159
3,5357
3,15456
3,12143
3,1970
3,12153
3,24714
3,14695
3,2071
3,13197
3,14270
3,238
3,5263
3,7760
3,9703
3,21336
3,7596
3,13748
3,8011
3,3122
3,18469
3,19041
3,20135
3,9756
3,4852
3,4021
3,5815
3,13628
3,14481
3,12219
3,12529
3,17598
3,1842
3,12813
3,299
3,16525
3,21315
3,22781
3,14985
3,22149
3,15613
3,22550
3,17096
3,14076
3,2056
3,15055
3,954
3,13390
3,15380
3,13509
3,10699
3,17878
3,5869
3,2817
3,4576
3,20228
3,2570
3,7796
3,1537
3,4787
3,7008
3,13267
3,12425
3,754
3,18065
3,13071
3,17828
3,18801
3,17153
3,21372
3,13407
3,15676
3,11068
3,23624
3,8755
3,12887
3,19373
3,5588
3,8396
3,13341
3,14367
3,7325
3,15150
3,20822
3,1174
3,6146
3,2338
3,3871
3,20395
3,14162
3,14307
3,13153
3,14179
3,6118
3,20055
3,11427
3,22310
3,16542
3,9666
3,2929
3,5024
3,3538
4,2969
4,20850
4,1010
4,11181
4,12199
4,19251
4,3382
4,1831
4,3833
4,9417
4,21380
4,6309
4,18058
4,13028
4,3343
4,22228
4,20330
4,24448
4,4496
4,22304
4,11307
4,6165
4,24105
4,19983
4,14767
4,24538
4,21121
4,726
4,18845
4,6409
4,11559
4,18219
4,5832
4,18160
4,11380
4,17431
4,5792
4,5266
4,20223
4,24402
4,15505
4,20340
4,24952
4,10162
4,1046
4,16193
4,24184
4,9514
4,12560
4,23052
4,14513
4,5259
4,19243
4,2993
4,18933
4,11914
4,169
4,15161
4,18996
4,20365
4,15382
4,14283
4,20237
4,20070
4,3167
4,13806
4,11146
4,20341
4,4302
4,3627
4,3843
4,13466
4,2019
4,10775
4,23202
4,8517
4,21032
4,23671
4,16019
4,22958
4,3984
4,4116
4,5513
4,6544
4,23603
4,21904
4,8079
4,22479
4,13157
4,2855
4,21455
4,15063
4,2295
4,19084
4,16257
4,20126
4,21488
4,10495
4,19120
4,6710
4,8787
4,9157
4,13297
4,4826
4,14582
4,14267
4,935
4,12126
4,24251
4,6312
4,8964
4,9102
4,17166
4,21050
4,21591
4,21522
4,18093
4,2280
4,2448
4,21623
4,19676
4,21292
4,7073
4,10629
4,14559
4,20414
4,13786
4,16984
4,23764
4,957
4,20852
4,20376
4,6339
4,21654
4,16045
4,3600
4,20568
4,4877
4,22395
4,11575
4,11912
4,14022
4,1273
4,6760
4,11533
4,14404
4,18344
4,5823
4,22615
4,19402
4,18701
4,2711
4,4189
4,4125
4,17803
4,18041
4,11638
4,12779
4,23602
4,13220
4,18238
4,24726
4,130
4,24864
4,542
4,8030
4,12722
4,22102
4,9098
4,18420
4,21463
4,3703
4,12442
4,5930
4,12539
4,3587
4,13823
4,22786
4,17227
4,11985
4,5279
4,11196
4,20248
4,2357
4,23419
4,19737
4,11226
4,7814
4,22923
4,23487
4,17640
4,14306
4,1136
4,24903
4,19174
4,19002
4,10378
4,8833
4,3820
4,17856
4,13011
4,11411
4,7253
4,13288
4,19842
4,18117
4,10096
4,1215
4,24038
4,14799
4,11239
4,18825
4,17277
4,5358
4,9001
4,12366
4,10940
4,9510
4,22616
4,15369
4,17550
4,5441
4,6054
4,18066
4,1467
4,18477
4,9574
4,3921
4,10305
4,23836
4,2325
4,19719
4,23665
4,3954
4,9444
4,22949
4,12305
4,16329
4,11963
4,6619
4,18882
4,16790
4,5774
4,11373
4,12969
4,18793
4,5979
4,173
4,23328
4,5021
4,9208
4,15229
4,15460
4,19644
4,10057
4,2257
4,21254
4,12736
4,9792
4,867
4,1352
4,5633
4,21029
4,21588
4,1798
4,17362
4,10778
4,2930
4,3895
4,2466
4,4458
4,6402
4,10059
4,23252
4,23966
4,17473
4,18161
4,20505
4,12867
4,13021
4,24954
4,16313
4,7503
4,16352
4,18226
4,15098
4,12810
4,24368
4,10221
4,2811
4,4515
4,7425
4,23405
4,15218
4,5835
4,15467
4,18899
4,14235
4,19930
4,15110
4,18647
4,19991
4,9817
4,10513
4,12100
4,15755
4,184
4,15859
4,20183
4,13031
4,5337
4,24965
4,2616
4,14227
4,1033
4,18840
4,15781
4,16987
4,14329
4,22644
4,17971
4,10176
4,16441
4,5948
4,24524
4,16248
4,3007
4,23424
4,15254
4,5091
4,15308
4,9997
4,17053
4,4970
4,12474
4,13870
4,11149
4,6443
4,9042
4,1277
4,1248
4,693
4,23568
4,13743
4,6389
4,20214
4,21593
4,5726
4,22699
4,5478
4,18530
4,22801
4,18837
4,4432
4,6822
4,12120
4,8082
4,4895
4,582
4,7832
4,1702
4,1634
4,22599
4,10042
4,15991
4,19833
4,7941
4,18250
4,16975
4,12077
4,5485
4,22912
4,11249
4,13465
4,8782
4,22881
4,23546
4,16889
4,19746
4,21724
4,12658
4,11813
4,16695
4,19141
4,19026
4,21972
4,4668
4,14804
4,4046
4,9924
4,22090
4,6911
4,2533
4,14153
4,16112
4,10071
4,23485
4,7878
4,9202
4,22527
4,21651
4,11769
4,15797
4,14595
4,6045
4,9900
4,13392
4,21536
4,11398
4,8743
4,7191
4,6965
4,10356
4,10771
4,5235
4,20843
4,12936
4,6197
4,6629
4,11060
4,8538
4,1408
4,23675
4,3744
4,7662
4,16775
4,1855
4,16004
4,18829
4,15861
4,4560
4,7740
4,8565
4,15742
4,21010
4,19400
4,3728
4,4309
4,6222
4,16886
4,19171
4,6451
4,9757
4,16247
4,15839
4,15302
4,1021
4,6596
4,5819
4,14157
4,12079
4,17755
4,21859
4,9474
4,17197
4,18517
4,16034
4,10515
4,21761
4,9913
4,22944
4,23001
4,2834
4,5308
4,15511
4,10354
4,13594
4,14063
4,15994
4,16185
4,17587
4,15719
4,12262
4,8707
4,21015
4,24500
4,10843
4,4770
4,17319
4,15699
4,11488
4,6106
4,6305
4,21883
4,20201
4,3806
4,10893
4,6233
4,10
4,22067
4,22690
4,11825
4,21891
4,5
4,19028
4,5075
4,12243
4,13635
4,20295
4,7709
4,7871
4,14345
4,13315
4,5034
4,4965
4,875
4,10949
4,1580
4,24326
4,3669
4,10681
4,6797
4,18621
4,16403
4,1959
4,21294
4,6229
4,12749
4,15006
4,429
4,11861
4,21133
4,15061
4,20647
4,675
4,9875
4,5541
4,2297
4,17242
4,21434
4,24738
4,16241
4,9554
4,8671
4,12403
4,10902
4,8331
4,3476
4,22797
4,17397
4,409
4,7149
4,12862
4,10822
4,24564
4,13163
4,9898
5,23282
5,7731
5,1698
5,18351
5,17860
5,6412
5,21378
5,16306
5,24452
5,3754
5,8474
5,9124
5,18957
5,7900
5,23974
5,7221
5,19240
5,20403
5,14431
5,23896
5,22155
5,17937
5,6547
5,17111
5,1840
5,2265
5,11758
5,12687
5,8478
5,9402
5,10119
5,13934
5,5790
5,9831
5,4294
5,20437
5,20895
5,2184
5,24941
5,21092
5,4830
5,20813
5,12690
5,7504
5,10062
5,17958
5,5431
5,15442
5,16554
5,4589
5,11193
5,140
5,24114
5,15114
5,9029
5,1805
5,10564
5,11118
5,13629
5,16900
5,23798
5,21253
5,10790
5,17035
5,16642
5,11934
5,7094
5,13001
5,16994
5,22777
5,11948
5,6373
5,2087
5,3380
5,10090
5,1209
5,18356
5,17464
5,12527
5,15961
5,19903
5,21549
5,17175
5,23519
5,4266
5,6154
5,16797
5,7117
5,21130
5,660
5,10968
5,17623
5,8383
5,9642
5,16059
5,22733
5,18204
5,11547
5,22938
5,5932
5,16177
5,6462
5,734
5,7202
5,21159
